Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color,Skin Color_R,Skin Color_G,Skin Color_B,Clothes Color_R,Clothes Color_G,Clothes Color_B,Pants Color_R,Pants Color_G,Pants Color_B,Skin_Brightness,Clothes_Brightness,SkinCluster,ShirtCluster
173.7207346,63.4986162352,Male,Ideal,"(253, 220, 213)","(7, 105, 113)","(102, 209, 170)",253,220,213,7,105,113,102,209,170,228.66666666666663,75.0,0,4
178.3420106,60.2459080032,Male,Ideal,"(243, 214, 200)","(183, 75, 47)","(199, 86, 198)",243,214,200,183,75,47,199,86,198,219.0,101.66666666666669,5,3
172.59325400000003,50.0616336232,Female,Underweight,"(252, 218, 191)","(138, 24, 14)","(143, 254, 255)",252,218,191,138,24,14,143,254,255,220.33333333333331,58.66666666666666,5,3
171.04342219999998,61.892583040800005,Male,Ideal,"(246, 215, 197)","(210, 98, 62)","(252, 184, 97)",246,215,197,210,98,62,252,184,97,219.33333333333331,123.33333333333331,5,3
171.9524882,54.6028606496,Female,Underweight,"(127, 41, 44)","(107, 93, 196)","(137, 236, 178)",127,41,44,107,93,196,137,236,178,70.66666666666667,132.0,3,0
169.5691046,60.445216328,Male,Ideal,"(119, 78, 58)","(132, 86, 58)","(237, 51, 99)",119,78,58,132,86,58,237,51,99,85.0,92.0,1,3
171.5188848,57.3224168448,Female,Ideal,"(243, 214, 200)","(217, 140, 32)","(191, 232, 111)",243,214,200,217,140,32,191,232,111,219.0,129.66666666666666,5,5
171.9781168,55.747363984,Female,Ideal,"(253, 220, 213)","(108, 29, 58)","(239, 200, 241)",253,220,213,108,29,58,239,200,241,228.66666666666663,65.0,0,4
172.44659439999998,54.6645491616,Female,Underweight,"(127, 41, 44)","(198, 204, 165)","(172, 157, 207)",127,41,44,198,204,165,172,157,207,70.66666666666667,189.0,3,6
175.8817158,64.10788100959999,Male,Ideal,"(252, 218, 191)","(99, 18, 190)","(87, 163, 149)",252,218,191,99,18,190,87,163,149,220.33333333333331,102.33333333333331,5,7
170.44296620000003,56.3213393008,Female,Ideal,"(119, 78, 58)","(247, 79, 113)","(50, 176, 234)",119,78,58,247,79,113,50,176,234,85.0,146.33333333333334,1,3
171.4851282,58.7647486864,Male,Ideal,"(243, 214, 200)","(4, 14, 184)","(173, 79, 74)",243,214,200,4,14,184,173,79,74,219.0,67.33333333333333,5,7
170.86054220000003,52.7065285752,Female,Underweight,"(127, 41, 44)","(156, 183, 244)","(238, 208, 175)",127,41,44,156,183,244,238,208,175,70.66666666666667,194.33333333333331,3,6
168.0270198,53.142385128,Female,Ideal,"(226, 165, 137)","(233, 227, 253)","(223, 144, 210)",226,165,137,233,227,253,223,144,210,176.0,237.66666666666663,2,4
178.71343480000002,65.3766231928,Male,Ideal,"(127, 41, 44)","(154, 172, 167)","(217, 251, 28)",127,41,44,154,172,167,217,251,28,70.66666666666667,164.33333333333334,3,6
175.00620320000002,65.2375518856,Male,Ideal,"(253, 220, 213)","(189, 248, 63)","(141, 239, 77)",253,220,213,189,248,63,141,239,77,228.66666666666663,166.66666666666666,0,6
168.3610806,54.5334610736,Female,Ideal,"(243, 214, 200)","(242, 133, 12)","(5, 98, 65)",243,214,200,242,133,12,5,98,65,219.0,129.0,5,3
176.5726974,58.192678456,Male,Ideal,"(226, 165, 137)","(189, 168, 168)","(221, 157, 220)",226,165,137,189,168,168,221,157,220,176.0,175.0,2,4
170.27032240000003,64.8642456696,Male,Ideal,"(119, 78, 58)","(129, 104, 75)","(232, 3, 67)",119,78,58,129,104,75,232,3,67,85.0,102.66666666666669,1,3
167.3626066,50.4381149832,Female,Underweight,"(226, 165, 137)","(146, 207, 153)","(54, 68, 161)",226,165,137,146,207,153,54,68,161,176.0,168.66666666666666,2,4
168.4219136,62.3151039888,Female,Ideal,"(235, 185, 152)","(83, 134, 157)","(226, 182, 219)",235,185,152,83,134,157,226,182,219,190.66666666666663,124.66666666666669,2,7
174.95210120000002,54.1575693832,Female,Underweight,"(246, 215, 197)","(179, 197, 8)","(106, 42, 230)",246,215,197,179,197,8,106,42,230,219.33333333333331,128.0,5,5
168.68099360000002,52.5264525512,Female,Underweight,"(226, 165, 137)","(8, 180, 237)","(136, 213, 81)",226,165,137,8,180,237,136,213,81,176.0,141.66666666666666,2,7
172.203364,62.5413103192,Male,Ideal,"(204, 150, 103)","(100, 187, 125)","(121, 32, 151)",204,150,103,100,187,125,121,32,151,152.33333333333334,137.33333333333334,4,3
173.11453820000003,70.6034998864,Male,Ideal,"(246, 215, 197)","(68, 93, 217)","(160, 184, 131)",246,215,197,68,93,217,160,184,131,219.33333333333331,126.0,5,7
170.6631588,50.6317080488,Female,Underweight,"(253, 220, 213)","(57, 4, 197)","(226, 101, 225)",253,220,213,57,4,197,226,101,225,228.66666666666663,86.0,0,1
176.6589812,57.908503068,Female,Ideal,"(243, 214, 200)","(36, 100, 128)","(29, 0, 39)",243,214,200,36,100,128,29,0,39,219.0,88.0,5,7
171.10308680000003,57.7322372168,Female,Ideal,"(235, 185, 152)","(9, 250, 164)","(153, 34, 99)",235,185,152,9,250,164,153,34,99,190.66666666666663,141.0,2,7
174.6592138,63.337953948800006,Male,Ideal,"(119, 78, 58)","(176, 64, 174)","(25, 53, 64)",119,78,58,176,64,174,25,53,64,85.0,138.0,1,4
175.58821880000002,63.447088184,Male,Ideal,"(253, 220, 213)","(69, 69, 49)","(231, 70, 179)",253,220,213,69,69,49,231,70,179,228.66666666666663,62.333333333333336,0,4
167.837104,51.2804806864,Female,Underweight,"(253, 220, 213)","(72, 123, 71)","(136, 141, 177)",253,220,213,72,123,71,136,141,177,228.66666666666663,88.66666666666667,0,4
164.398833,50.7765853336,Female,Ideal,"(252, 218, 191)","(64, 76, 126)","(69, 207, 211)",252,218,191,64,76,126,69,207,211,220.33333333333331,88.66666666666667,5,7
171.50123179999997,60.806366278400006,Male,Ideal,"(204, 150, 103)","(222, 209, 199)","(97, 12, 11)",204,150,103,222,209,199,97,12,11,152.33333333333334,210.0,4,7
176.9597426,57.8280812064,Female,Underweight,"(235, 185, 152)","(15, 163, 220)","(24, 242, 141)",235,185,152,15,163,220,24,242,141,190.66666666666663,132.66666666666666,2,7
174.2942666,56.2383319648,Female,Ideal,"(226, 165, 137)","(58, 149, 206)","(83, 243, 182)",226,165,137,58,149,206,83,243,182,176.0,137.66666666666666,2,7
175.42764,61.1858413456,Male,Ideal,"(235, 185, 152)","(45, 80, 19)","(125, 57, 177)",235,185,152,45,80,19,125,57,177,190.66666666666663,48.0,2,5
175.96972680000002,66.3888591,Male,Ideal,"(226, 165, 137)","(35, 142, 179)","(133, 153, 110)",226,165,137,35,142,179,133,153,110,176.0,118.66666666666669,2,7
168.51736680000002,60.699862876800005,Female,Ideal,"(243, 214, 200)","(203, 82, 100)","(174, 128, 218)",243,214,200,203,82,100,174,128,218,219.0,128.33333333333334,5,3
173.41679820000002,55.8240663912,Female,Ideal,"(246, 215, 197)","(189, 130, 48)","(219, 204, 182)",246,215,197,189,130,48,219,204,182,219.33333333333331,122.33333333333331,5,3
171.2265562,57.0648673072,Female,Ideal,"(246, 215, 197)","(236, 5, 55)","(49, 198, 110)",246,215,197,236,5,55,49,198,110,219.33333333333331,98.66666666666669,5,3
170.7870854,60.0238747192,Male,Ideal,"(243, 214, 200)","(238, 156, 35)","(120, 98, 57)",243,214,200,238,156,35,120,98,57,219.0,143.0,5,5
175.9452412,65.4635767792,Male,Ideal,"(127, 41, 44)","(40, 46, 165)","(235, 227, 101)",127,41,44,40,46,165,235,227,101,70.66666666666667,83.66666666666667,3,0
171.99340759999998,55.2065462424,Female,Ideal,"(127, 41, 44)","(80, 18, 160)","(217, 47, 116)",127,41,44,80,18,160,217,47,116,70.66666666666667,86.0,3,0
174.9723704,57.900111616,Female,Ideal,"(127, 41, 44)","(66, 88, 117)","(22, 169, 203)",127,41,44,66,88,117,22,169,203,70.66666666666667,90.33333333333331,3,3
176.84562040000003,59.1551099616,Male,Ideal,"(243, 214, 200)","(115, 40, 213)","(239, 59, 249)",243,214,200,115,40,213,239,59,249,219.0,122.66666666666669,5,7
175.2746812,56.0896898664,Female,Underweight,"(253, 220, 213)","(190, 201, 18)","(158, 79, 184)",253,220,213,190,201,18,158,79,184,228.66666666666663,136.33333333333334,0,6
182.3712126,55.784104936,Female,Underweight,"(226, 165, 137)","(83, 77, 12)","(25, 10, 157)",226,165,137,83,77,12,25,10,157,176.0,57.333333333333336,2,5
170.93509120000002,53.7829931096,Female,Underweight,"(127, 41, 44)","(187, 244, 139)","(35, 66, 246)",127,41,44,187,244,139,35,66,246,70.66666666666667,190.0,3,6
168.19087520000002,53.679664852,Female,Ideal,"(253, 220, 213)","(152, 255, 94)","(200, 248, 56)",253,220,213,152,255,94,200,248,56,228.66666666666663,167.0,0,6
171.396025,47.2910936872,Female,Underweight,"(243, 214, 200)","(217, 116, 71)","(207, 1, 0)",243,214,200,217,116,71,207,1,0,219.0,134.66666666666666,5,3
174.0558622,62.6150190192,Male,Ideal,"(253, 220, 213)","(34, 75, 184)","(30, 160, 140)",253,220,213,34,75,184,30,160,140,228.66666666666663,97.66666666666669,0,1
174.2284806,59.5181196392,Male,Ideal,"(204, 150, 103)","(217, 165, 130)","(71, 158, 103)",204,150,103,217,165,130,71,158,103,152.33333333333334,170.66666666666666,4,7
171.6236598,58.9026860136,Male,Ideal,"(252, 218, 191)","(73, 6, 134)","(159, 206, 160)",252,218,191,73,6,134,159,206,160,220.33333333333331,71.0,5,7
169.2538652,57.1016082592,Female,Ideal,"(204, 150, 103)","(115, 174, 104)","(98, 67, 203)",204,150,103,115,174,104,98,67,203,152.33333333333334,131.0,4,3
175.52525219999998,59.3066550488,Male,Ideal,"(204, 150, 103)","(132, 209, 219)","(36, 136, 204)",204,150,103,132,209,219,36,136,204,152.33333333333334,186.66666666666663,4,7
174.58344559999998,54.4205620248,Female,Underweight,"(226, 165, 137)","(13, 96, 69)","(73, 199, 132)",226,165,137,13,96,69,73,199,132,176.0,59.333333333333336,2,5
172.7047346,53.4683363392,Female,Underweight,"(226, 165, 137)","(51, 120, 121)","(46, 68, 40)",226,165,137,51,120,121,46,68,40,176.0,97.33333333333331,2,5
170.09282720000002,65.5165563248,Male,Ideal,"(127, 41, 44)","(68, 43, 200)","(80, 32, 27)",127,41,44,68,43,200,80,32,27,70.66666666666667,103.66666666666669,3,0
171.0408568,60.4337404504,Male,Ideal,"(243, 214, 200)","(113, 36, 190)","(115, 5, 235)",243,214,200,113,36,190,115,5,235,219.0,113.0,5,7
164.86182419999997,56.9104192312,Female,Ideal,"(119, 78, 58)","(156, 51, 203)","(45, 227, 91)",119,78,58,156,51,203,45,227,91,85.0,136.66666666666666,1,4
172.262927,48.3987653512,Female,Underweight,"(204, 150, 103)","(105, 218, 58)","(175, 234, 236)",204,150,103,105,218,58,175,234,236,152.33333333333334,127.0,4,3
167.8655266,58.7734576528,Female,Ideal,"(226, 165, 137)","(37, 32, 21)","(164, 116, 190)",226,165,137,37,32,21,164,116,190,176.0,30.0,2,5
174.7967294,52.8573932744,Female,Underweight,"(253, 220, 213)","(120, 122, 62)","(21, 170, 236)",253,220,213,120,122,62,21,170,236,228.66666666666663,101.33333333333331,0,4
167.484933,38.2649304016,Female,Underweight,"(127, 41, 44)","(223, 214, 159)","(93, 205, 160)",127,41,44,223,214,159,93,205,160,70.66666666666667,198.66666666666663,3,6
173.8759794,53.6801638032,Female,Underweight,"(235, 185, 152)","(131, 216, 162)","(46, 65, 9)",235,185,152,131,216,162,46,65,9,190.66666666666663,169.66666666666666,2,4
174.0025476,65.0703125152,Male,Ideal,"(204, 150, 103)","(131, 131, 244)","(124, 76, 145)",204,150,103,131,131,244,124,76,145,152.33333333333334,168.66666666666666,4,7
179.3599664,58.0156414984,Male,Underweight,"(235, 185, 152)","(191, 208, 132)","(120, 99, 99)",235,185,152,191,208,132,120,99,99,190.66666666666663,177.0,2,4
172.5630788,52.0446471288,Female,Underweight,"(119, 78, 58)","(181, 50, 156)","(204, 230, 11)",119,78,58,181,50,156,204,230,11,85.0,129.0,1,4
181.6286182,67.0384482032,Male,Ideal,"(235, 185, 152)","(34, 181, 231)","(245, 144, 234)",235,185,152,34,181,231,245,144,234,190.66666666666663,148.66666666666666,2,7
172.7347828,52.3664706528,Female,Underweight,"(253, 220, 213)","(175, 190, 18)","(132, 196, 92)",253,220,213,175,190,18,132,196,92,228.66666666666663,127.66666666666669,0,6
168.1058868,57.4464742568,Female,Ideal,"(119, 78, 58)","(247, 7, 215)","(160, 126, 199)",119,78,58,247,7,215,160,126,199,85.0,156.33333333333334,1,4
172.2272654,52.1294234736,Female,Underweight,"(253, 220, 213)","(191, 246, 27)","(203, 247, 108)",253,220,213,191,246,27,203,247,108,228.66666666666663,154.66666666666666,0,6
174.1894408,61.447881444,Male,Ideal,"(253, 220, 213)","(88, 91, 159)","(22, 17, 79)",253,220,213,88,91,159,22,17,79,228.66666666666663,112.66666666666669,0,1
174.2067128,62.6723076888,Male,Ideal,"(252, 218, 191)","(164, 69, 76)","(246, 73, 39)",252,218,191,164,69,76,246,73,39,220.33333333333331,103.0,5,3
169.496359,54.3427709968,Female,Ideal,"(253, 220, 213)","(252, 193, 35)","(199, 254, 166)",253,220,213,252,193,35,199,254,166,228.66666666666663,160.0,0,6
166.0327134,55.0494219736,Female,Ideal,"(127, 41, 44)","(113, 58, 135)","(85, 254, 86)",127,41,44,113,58,135,85,254,86,70.66666666666667,102.0,3,0
168.89661420000002,55.717426912,Female,Ideal,"(226, 165, 137)","(138, 195, 243)","(70, 31, 183)",226,165,137,138,195,243,70,31,183,176.0,192.0,2,4
167.5318722,58.8321070984,Female,Ideal,"(127, 41, 44)","(87, 80, 99)","(140, 44, 116)",127,41,44,87,80,99,140,44,116,70.66666666666667,88.66666666666667,3,3
169.2416478,64.01847802639999,Male,Ideal,"(119, 78, 58)","(248, 255, 32)","(241, 231, 55)",119,78,58,248,255,32,241,231,55,85.0,178.33333333333334,1,2
180.1633684,57.5615959064,Female,Underweight,"(204, 150, 103)","(113, 104, 144)","(83, 209, 234)",204,150,103,113,104,144,83,209,234,152.33333333333334,120.33333333333331,4,0
174.7245172,60.2429596552,Male,Ideal,"(235, 185, 152)","(132, 249, 149)","(3, 132, 158)",235,185,152,132,249,149,3,132,158,190.66666666666663,176.66666666666666,2,4
175.787304,65.0419630152,Male,Ideal,"(235, 185, 152)","(27, 70, 73)","(117, 43, 21)",235,185,152,27,70,73,117,43,21,190.66666666666663,56.66666666666666,2,5
171.6583562,48.8930445536,Female,Underweight,"(246, 215, 197)","(88, 48, 177)","(141, 191, 246)",246,215,197,88,48,177,141,191,246,219.33333333333331,104.33333333333331,5,7
176.14557100000002,58.7277809384,Male,Ideal,"(253, 220, 213)","(162, 198, 39)","(116, 141, 179)",253,220,213,162,198,39,116,141,179,228.66666666666663,133.0,0,6
176.0444282,55.4522570288,Female,Underweight,"(119, 78, 58)","(153, 235, 127)","(239, 206, 105)",119,78,58,153,235,127,239,206,105,85.0,171.66666666666666,1,2
175.8592622,62.2054708024,Male,Ideal,"(253, 220, 213)","(180, 127, 15)","(156, 161, 121)",253,220,213,180,127,15,156,161,121,228.66666666666663,107.33333333333331,0,6
170.22538980000002,57.7759181264,Female,Ideal,"(235, 185, 152)","(43, 245, 141)","(8, 219, 123)",235,185,152,43,245,141,8,219,123,190.66666666666663,143.0,2,7
185.3184762,63.9726198752,Male,Ideal,"(243, 214, 200)","(2, 35, 185)","(93, 42, 163)",243,214,200,2,35,185,93,42,163,219.0,74.0,5,7
176.4973864,55.6184531376,Female,Underweight,"(226, 165, 137)","(80, 128, 213)","(251, 31, 174)",226,165,137,80,128,213,251,31,174,176.0,140.33333333333334,2,7
183.2865524,64.9461643848,Male,Ideal,"(119, 78, 58)","(136, 182, 80)","(232, 199, 147)",119,78,58,136,182,80,232,199,147,85.0,132.66666666666666,1,2
175.4874316,58.064085124,Male,Ideal,"(204, 150, 103)","(255, 166, 123)","(92, 29, 42)",204,150,103,255,166,123,92,29,42,152.33333333333334,181.33333333333331,4,7
176.5412268,54.340639114400005,Female,Underweight,"(253, 220, 213)","(85, 36, 146)","(109, 0, 185)",253,220,213,85,36,146,109,0,185,228.66666666666663,89.0,0,1
178.5664958,51.9407745608,Female,Underweight,"(252, 218, 191)","(153, 1, 49)","(20, 238, 126)",252,218,191,153,1,49,20,238,126,220.33333333333331,67.66666666666667,5,3
173.27737760000002,55.97552076,Female,Ideal,"(204, 150, 103)","(185, 137, 140)","(100, 254, 242)",204,150,103,185,137,140,100,254,242,152.33333333333334,154.0,4,7
170.4121052,53.6775783288,Female,Underweight,"(204, 150, 103)","(8, 165, 83)","(249, 34, 72)",204,150,103,8,165,83,249,34,72,152.33333333333334,85.33333333333333,4,3
169.3836846,62.3048981688,Male,Ideal,"(235, 185, 152)","(180, 194, 165)","(242, 109, 240)",235,185,152,180,194,165,242,109,240,190.66666666666663,179.66666666666666,2,4
175.9316522,65.3739923592,Male,Ideal,"(119, 78, 58)","(134, 198, 68)","(52, 181, 119)",119,78,58,134,198,68,52,181,119,85.0,133.33333333333334,1,2
171.5848994,60.9824053336,Male,Ideal,"(252, 218, 191)","(201, 229, 90)","(100, 109, 100)",252,218,191,201,229,90,100,109,100,220.33333333333331,173.33333333333334,5,5
170.84337180000003,62.0717518808,Male,Ideal,"(204, 150, 103)","(22, 127, 122)","(140, 158, 3)",204,150,103,22,127,122,140,158,3,152.33333333333334,90.33333333333331,4,3
171.7432684,51.0187581024,Female,Underweight,"(253, 220, 213)","(55, 92, 43)","(56, 186, 208)",253,220,213,55,92,43,56,186,208,228.66666666666663,63.333333333333336,0,4
175.0856798,67.4836941104,Male,Ideal,"(127, 41, 44)","(44, 33, 167)","(48, 51, 93)",127,41,44,44,33,167,48,51,93,70.66666666666667,81.33333333333333,3,0
174.2219782,59.9704869408,Male,Ideal,"(243, 214, 200)","(92, 74, 132)","(154, 91, 138)",243,214,200,92,74,132,154,91,138,219.0,99.33333333333331,5,7
175.4152448,55.4597412968,Female,Underweight,"(204, 150, 103)","(1, 132, 234)","(127, 154, 56)",204,150,103,1,132,234,127,154,56,152.33333333333334,122.33333333333331,4,0
178.51587360000002,63.9321141096,Male,Ideal,"(253, 220, 213)","(249, 144, 32)","(158, 157, 64)",253,220,213,249,144,32,158,157,64,228.66666666666663,141.66666666666666,0,6
177.9585214,60.917632396,Male,Ideal,"(253, 220, 213)","(67, 96, 71)","(89, 131, 207)",253,220,213,67,96,71,89,131,207,228.66666666666663,78.0,0,4
173.1570832,57.2955188392,Female,Ideal,"(119, 78, 58)","(199, 125, 211)","(58, 28, 4)",119,78,58,199,125,211,58,28,4,85.0,178.33333333333334,1,4
174.83564220000002,59.611967824,Male,Ideal,"(252, 218, 191)","(91, 115, 241)","(40, 228, 97)",252,218,191,91,115,241,40,228,97,220.33333333333331,149.0,5,7
178.0621788,56.667702152,Female,Underweight,"(253, 220, 213)","(252, 163, 93)","(206, 171, 118)",253,220,213,252,163,93,206,171,118,228.66666666666663,169.33333333333334,0,6
170.2074066,52.0500448736,Female,Underweight,"(226, 165, 137)","(38, 13, 79)","(126, 140, 196)",226,165,137,38,13,79,126,140,196,176.0,43.333333333333336,2,5
175.55662120000002,53.2921612064,Female,Underweight,"(243, 214, 200)","(107, 121, 240)","(234, 16, 150)",243,214,200,107,121,240,234,16,150,219.0,156.0,5,7
174.380398,57.248753504,Female,Ideal,"(246, 215, 197)","(228, 202, 125)","(126, 12, 239)",246,215,197,228,202,125,126,12,239,219.33333333333331,185.0,5,5
169.3010584,48.5803382288,Female,Underweight,"(127, 41, 44)","(250, 229, 228)","(118, 9, 253)",127,41,44,250,229,228,118,9,253,70.66666666666667,235.66666666666663,3,6
179.6552922,56.7670841592,Female,Underweight,"(243, 214, 200)","(218, 8, 13)","(182, 36, 12)",243,214,200,218,8,13,182,36,12,219.0,79.66666666666667,5,3
168.9545516,60.9834485952,Female,Ideal,"(119, 78, 58)","(192, 29, 109)","(239, 220, 105)",119,78,58,192,29,109,239,220,105,85.0,110.0,1,3
172.12993260000002,60.2847354784,Male,Ideal,"(127, 41, 44)","(61, 49, 19)","(184, 185, 47)",127,41,44,61,49,19,184,185,47,70.66666666666667,43.0,3,3
165.98501219999997,53.1184808296,Female,Ideal,"(119, 78, 58)","(185, 16, 166)","(144, 121, 115)",119,78,58,185,16,166,144,121,115,85.0,122.33333333333331,1,4
169.78693499999997,53.45468322,Female,Ideal,"(235, 185, 152)","(88, 101, 99)","(188, 165, 205)",235,185,152,88,101,99,188,165,205,190.66666666666663,96.0,2,5
165.87492860000003,55.9551998384,Female,Ideal,"(253, 220, 213)","(88, 98, 235)","(21, 13, 189)",253,220,213,88,98,235,21,13,189,228.66666666666663,140.33333333333334,0,1
168.3733488,56.5259092928,Female,Ideal,"(243, 214, 200)","(82, 70, 196)","(17, 59, 221)",243,214,200,82,70,196,17,59,221,219.0,116.0,5,7
171.571031,59.171303196,Male,Ideal,"(253, 220, 213)","(68, 44, 152)","(95, 167, 87)",253,220,213,68,44,152,95,167,87,228.66666666666663,88.0,0,1
177.9604518,57.3434635136,Female,Underweight,"(226, 165, 137)","(17, 5, 11)","(127, 237, 111)",226,165,137,17,5,11,127,237,111,176.0,11.0,2,5
176.25961700000002,62.7742751704,Male,Ideal,"(252, 218, 191)","(106, 89, 196)","(77, 76, 125)",252,218,191,106,89,196,77,76,125,220.33333333333331,130.33333333333334,5,7
166.31638060000003,54.3311590416,Female,Ideal,"(252, 218, 191)","(63, 65, 217)","(199, 247, 134)",252,218,191,63,65,217,199,247,134,220.33333333333331,115.0,5,7
166.7163798,61.7907516368,Female,Ideal,"(204, 150, 103)","(106, 167, 10)","(183, 249, 61)",204,150,103,106,167,10,183,249,61,152.33333333333334,94.33333333333331,4,3
177.5004324,59.9509371256,Male,Ideal,"(243, 214, 200)","(185, 55, 13)","(208, 105, 27)",243,214,200,185,55,13,208,105,27,219.0,84.33333333333333,5,3
173.8813388,70.247339448,Male,Ideal,"(243, 214, 200)","(110, 100, 178)","(250, 219, 79)",243,214,200,110,100,178,250,219,79,219.0,129.33333333333334,5,7
177.7581408,50.8319235576,Female,Underweight,"(119, 78, 58)","(209, 166, 31)","(27, 255, 6)",119,78,58,209,166,31,27,255,6,85.0,135.33333333333334,1,2
175.8696,64.0036909272,Male,Ideal,"(204, 150, 103)","(229, 236, 198)","(71, 173, 179)",204,150,103,229,236,198,71,173,179,152.33333333333334,221.0,4,7
173.6151468,62.8446726488,Male,Ideal,"(127, 41, 44)","(87, 19, 8)","(63, 230, 215)",127,41,44,87,19,8,63,230,215,70.66666666666667,38.0,3,3
174.2240102,57.0604221056,Female,Ideal,"(235, 185, 152)","(69, 168, 252)","(200, 185, 161)",235,185,152,69,168,252,200,185,161,190.66666666666663,163.0,2,7
176.4891568,56.195059288,Female,Underweight,"(127, 41, 44)","(226, 149, 233)","(199, 81, 138)",127,41,44,226,149,233,199,81,138,70.66666666666667,202.66666666666663,3,6
166.0843262,56.7199105912,Female,Ideal,"(127, 41, 44)","(106, 19, 12)","(187, 244, 92)",127,41,44,106,19,12,187,244,92,70.66666666666667,45.66666666666666,3,3
172.5291698,63.686675478400005,Male,Ideal,"(252, 218, 191)","(178, 251, 130)","(228, 225, 128)",252,218,191,178,251,130,228,225,128,220.33333333333331,186.33333333333331,5,5
175.7526076,62.048210456,Male,Ideal,"(252, 218, 191)","(16, 114, 243)","(209, 21, 175)",252,218,191,16,114,243,209,21,175,220.33333333333331,124.33333333333331,5,7
159.7987152,49.5380523776,Female,Ideal,"(226, 165, 137)","(17, 22, 98)","(223, 47, 142)",226,165,137,17,22,98,223,47,142,176.0,45.66666666666666,2,5
167.9176728,57.33062686,Female,Ideal,"(243, 214, 200)","(39, 47, 140)","(184, 100, 98)",243,214,200,39,47,140,184,100,98,219.0,75.33333333333333,5,7
174.4095064,64.7025401216,Male,Ideal,"(226, 165, 137)","(216, 161, 233)","(127, 144, 114)",226,165,137,216,161,233,127,144,114,176.0,203.33333333333331,2,4
167.0212052,43.18293815872,Female,Underweight,"(226, 165, 137)","(41, 9, 119)","(141, 251, 176)",226,165,137,41,9,119,141,251,176,176.0,56.333333333333336,2,5
166.90202840000003,57.6342159856,Female,Ideal,"(253, 220, 213)","(34, 4, 178)","(124, 231, 249)",253,220,213,34,4,178,124,231,249,228.66666666666663,72.0,0,1
180.4537158,63.670935836,Male,Ideal,"(243, 214, 200)","(187, 249, 80)","(45, 50, 249)",243,214,200,187,249,80,45,50,249,219.0,172.0,5,5
168.1754066,52.9935162336,Female,Ideal,"(235, 185, 152)","(28, 55, 80)","(40, 168, 213)",235,185,152,28,55,80,40,168,213,190.66666666666663,54.333333333333336,2,5
176.848516,59.5031511032,Male,Ideal,"(253, 220, 213)","(23, 104, 217)","(129, 78, 90)",253,220,213,23,104,217,129,78,90,228.66666666666663,114.66666666666669,0,1
181.14518,65.6489144704,Male,Ideal,"(235, 185, 152)","(62, 47, 34)","(239, 175, 173)",235,185,152,62,47,34,239,175,173,190.66666666666663,47.66666666666666,2,5
169.9481234,60.69101783280001,Male,Ideal,"(252, 218, 191)","(171, 221, 27)","(245, 69, 68)",252,218,191,171,221,27,245,69,68,220.33333333333331,139.66666666666666,5,5
176.75044659999998,56.8040972664,Female,Underweight,"(243, 214, 200)","(59, 4, 188)","(176, 23, 161)",243,214,200,59,4,188,176,23,161,219.0,83.66666666666667,5,7
171.2394594,61.60677472159999,Male,Ideal,"(235, 185, 152)","(24, 74, 22)","(79, 124, 77)",235,185,152,24,74,22,79,124,77,190.66666666666663,40.0,2,5
167.71490459999998,49.221808035200006,Female,Underweight,"(252, 218, 191)","(23, 123, 135)","(187, 41, 59)",252,218,191,23,123,135,187,41,59,220.33333333333331,93.66666666666669,5,7
177.1555258,59.945811536,Male,Ideal,"(119, 78, 58)","(171, 239, 113)","(182, 104, 31)",119,78,58,171,239,113,182,104,31,85.0,174.33333333333334,1,2
167.8426158,59.80220430879999,Female,Ideal,"(243, 214, 200)","(76, 0, 235)","(30, 63, 52)",243,214,200,76,0,235,30,63,52,219.0,103.66666666666669,5,7
167.78048740000003,54.840633576,Female,Ideal,"(127, 41, 44)","(141, 248, 161)","(44, 44, 54)",127,41,44,141,248,161,44,44,54,70.66666666666667,183.33333333333331,3,6
168.3822896,61.05457182079999,Female,Ideal,"(235, 185, 152)","(252, 184, 221)","(95, 219, 177)",235,185,152,252,184,221,95,219,177,190.66666666666663,219.0,2,4
175.394112,58.7799440184,Male,Ideal,"(204, 150, 103)","(235, 188, 218)","(5, 22, 243)",204,150,103,235,188,218,5,22,243,152.33333333333334,213.66666666666663,4,7
172.71606300000002,54.5989143992,Female,Underweight,"(246, 215, 197)","(138, 206, 83)","(155, 124, 192)",246,215,197,138,206,83,155,124,192,219.33333333333331,142.33333333333334,5,5
171.97473860000002,56.1903872904,Female,Ideal,"(246, 215, 197)","(141, 37, 1)","(193, 191, 55)",246,215,197,141,37,1,193,191,55,219.33333333333331,59.66666666666666,5,3
181.0195262,56.7078904032,Female,Underweight,"(253, 220, 213)","(165, 137, 27)","(67, 48, 189)",253,220,213,165,137,27,67,48,189,228.66666666666663,109.66666666666669,0,6
161.699194,45.951318996800005,Female,Underweight,"(204, 150, 103)","(13, 50, 172)","(233, 125, 12)",204,150,103,13,50,172,233,125,12,152.33333333333334,78.33333333333333,4,0
170.38050760000002,61.804858348,Male,Ideal,"(252, 218, 191)","(20, 62, 195)","(74, 199, 189)",252,218,191,20,62,195,74,199,189,220.33333333333331,92.33333333333331,5,7
